prod_nm,menu1_nm,menu3_nm
육회주먹밥,한식,주먹밥
반반세트(택),기타,
1인세트(250g),기타,
삼겹살(200g+200g),기타,
돼지갈비(230g+230g),한식,
목살(200g+200g),기타,
가브리살(180g+180g),기타,
부대찌개,한식,부대찌개
오뎅꼬치,한식,꼬치
스팸후라이,기타,스팸
골뱅이소면,한식,소면
고기추가,기타,고기
신라면,한식,라면
짜파게티,기타,
상추추가,기타,
공기밥,기타,공기밥
소주,음료류,소주
맥주,음료류,맥주
음료(355ml),음료류,음료수
Americano(A),제과류,
Americano(B),제과류,
카페라떼,음료류,카페라떼
바닐라라데,제과류,바닐라
헤이즐럿라떼,음료류,헤이즐넛라떼
카라멜라떼,음료류,카라멜라떼
카페모카,제과류,카페모카
화이트모카,제과류,
콜드브루,음료류,콜드브루
말차라떼,음료류,말차라떼
캐모마일,제과류,캐모마일
페퍼민트,제과류,페퍼민트
얼그레이,제과류,얼그레이
쟈스민,제과류,
Iced Tea(레몬),음료류,
Iced Tea(복숭아),음료류,
녹차,음료류,녹차
민트초코프라페,음료류,프라페
자바칩,제과류,자바칩
쿠앤크,제과류,
플레인요거트스무디,제과류,요거트스무디
흑당얼그레이,제과류,얼그레이
딸기우유,제과류,우유
딸기스무디,제과류,스무디
스무디_요거트,제과류,
Americano(부드럽고깔끔한A),제과류,
Americano(깊고고소한B),제과류,
카페라떼,음료류,카페라떼
바닐라라떼,음료류,바닐라라떼
헤이즐넛라떼,음료류,헤이즐넛라떼
카라멜라떼,음료류,카라멜라떼
카페모카,제과류,카페모카
화이트모카,제과류,
콜드브루,음료류,콜드브루
말차라떼,음료류,말차라떼
Herb(캐모마일),제과류,
Herb(페퍼민트),제과류,
Herb(얼그레이),제과류,
Herb(쟈스민),제과류,
BlackTea(캐모마일),제과류,
BlackTea(페퍼민트),제과류,
BlackTea(얼그레이),제과류,
BlackTea(쟈스민),제과류,
IcedTea(레몬),음료류,
IcedTea(복숭아),음료류,
녹차,음료류,녹차
민트초코프라페,음료류,프라페
자바칩,제과류,자바칩
쿠앤크,제과류,
플레인요거트스무디,제과류,요거트스무디
흑당얼그레이,제과류,얼그레이
딸기우유,제과류,우유
딸기스무디,제과류,스무디
딸기스무디_요거트추가,제과류,
아몬드봉봉블라스트(REGULAR),기타,아몬드
아몬드봉봉블라스트(LARGE),기타,아몬드
엄마는외계인블라스트(REGULAR),기타,
엄마는외계인블라스트(LARGE),기타,
바람과함께사라지다블라스트(REGULAR),기타,
바람과함께사라지다블라스트(LARGE),기타,
카푸치노블라스트오리지널(REGULAR),음료류,카푸치노
카푸치노블라스트오리지널(LARGE),음료류,카푸치노
카푸치노블라스트모카(REGULAR),음료류,카푸치노
카푸치노블라스트모카(LARGE),음료류,카푸치노
에스프레소블라스트(REGULAR),음료류,에스프레소
샤인머스켓말랑블렌디드(LARGE),음료류,
핑크포멜로블렌디드(LARGE),음료류,
설향딸기블렌디드(LARGE),음료류,딸기
레몬라임블렌디드(LARGE),음료류,레몬
피치피치블렌디드(LARGE),음료류,
오레오쉐이크(REGULAR),음료류,쉐이크
와츄원쉐이크(키즈),음료류,쉐이크
와츄원쉐이크(REGULAR),음료류,쉐이크
와츄원쉐이크(LARGE),음료류,쉐이크
밀크쉐이크(REGULAR),음료류,쉐이크
밀크쉐이크(LARGE),음료류,쉐이크
아이스크림딸기라떼(LARGE),음료류,딸기라떼
복숭아아이스티(LARGE),음료류,복숭아아이스티
스위스미스핫초코(REGULAR),기타,핫초코
허니레몬티(REGULAR/HOT),음료류,레몬차
잉글리쉬블랙퍼스트(REGULAR/HOT),음료류,
아메리카노(REGULAR),음료류,아메리카노
아메리카노(LARGE),음료류,아메리카노
카페라떼,음료류,카페라떼
카페모카,음료류,카페모카
카라멜마끼아또,일식,카라멜마끼아또
연유라떼,음료류,연유라떼
바닐라빈라떼,음료류,라떼
연유크러쉬라떼,음료류,라떼
에스프레소아포가토,음료류,아포가토
아이스크림라떼,음료류,크림라떼
샷추가,기타,
파인트(336g/세가지맛),기타,파인애플
쿼터(643g/네가지맛),기타,
패밀리(989g/다섯가지맛),기타,
"하프갤런(1,237g/여섯가지맛)",기타,
싱글레귤러(115g),기타,
싱글킹(145g),기타,
더블주니어(150g),기타,
더블레귤러(230g),기타,
싱글레귤러,기타,
싱글킹,기타,
더블쥬니어,기타,
더블레귤러,기타,
파인트,기타,파인애플
쿼터,기타,
패밀리,기타,
하프갤론,기타,
블랙찜닭(한마리/뼈),한식,찜닭
블랙찜닭(한마리/순살),한식,찜닭
블랙찜닭(반마리/뼈),한식,찜닭
블랙찜닭(반마리/순살),한식,찜닭
레드찜닭(한마리/뼈),한식,찜닭
레드찜닭(한마리/순살),한식,찜닭
레드찜닭(반마리/뼈),한식,찜닭
레드찜닭(반마리/순살),한식,찜닭
화이트찜닭(한마리/뼈),한식,찜닭
화이트찜닭(한마리/순살),한식,찜닭
화이트찜닭(반마리/뼈),한식,찜닭
화이트찜닭(반마리/순살),한식,찜닭
화난찜닭(한마리/뼈),한식,찜닭
화난찜닭(한마리/순살),한식,찜닭
화난찜닭(반마리/뼈),한식,찜닭
화난찜닭(반마리/순살),한식,찜닭
납작만두,한식,만두
우동사리,일식,우동사리
납작당면,기타,당면
치즈떡,기타,치즈떡
치즈토핑,기타,토핑
감자추가,기타,감자
감자수제비,한식,수제비
공기밥,기타,공기밥
단골손님얼큰만두전골,한식,만두전골
단골손님떡볶이전골,한식,전골
사골순살닭매운탕,한식,매운탕
돼지김치전골,한식,김치전골
단골손님곱창전골,한식,곱창전골
단골손님사골전골,한식,전골
단골손님우차돌전골,한식,전골
똥집철판,기타,철판
돼지두루치기,한식,두루치기
파절이삼겹살,기타,삼겹살
홍천닭갈비,한식,닭갈비
곱창차돌철판,기타,철판
국물닭발,기타,닭발
수육과김치구이,한식,구이
꼬비,기타,
꼬비_비빔밥추가,한식,비빔밥
꼬비_소면추가,한식,소면
육비,기타,
육비_계란노른자추가,기타,계란
황제비,기타,
황제비_계란노른자추가,기타,계란
꼬막초무침,한식,무침
수육과무침,한식,무침
단골소님보쌈,한식,보쌈
육회한접시,한식,육회
어묵탕,기타,어묵탕
샤브식소고기궁중전골,한식,전골
라면사리,한식,라면사리
우동사리,일식,우동사리
당면사리,기타,면사리
만두사리,한식,만두
셀프볶음밥,한식,볶음밥
간장계란밥,기타,계란
참치마요주먹밥,한식,주먹밥
유부우동,일식,우동
사골라면,한식,라면
통소시지&포테이토,기타,감자
치즈스틱&포테이토,패스트푸드,감자
치즈계란말이,한식,계란말이
후르츠와황도,기타,황도
감자전,한식,감자
부추전,한식,부추전
두부김치,한식,두부김치
먹태,기타,먹태
모듬마른안두,기타,모둠
참이슬,음료류,소주
처음처럼,기타,소주
잎새주,기타,
청하,음료류,청하
진로이즈백,기타,소주
테라(500cc),음료류,맥주
카스(500cc),음료류,맥주
테라(1700cc),음료류,맥주
카스(1700cc),음료류,맥주
카스,기타,맥주
테라,기타,맥주
하이트,기타,
클라우드,기타,맥주
레드락(500ml),음료류,
버드와이저(500ml),음료류,
기네스,음료류,
심술7,기타,술
심술10,기타,술
심술12,기타,술
빙탄복,기타,
백하,기타,
순회막걸리,음료류,막걸리
콜라,기타,탄산음료
사이다,음료류,탄산음료
밀키스,음료류,
트로피카,기타,
소호당라떼,음료류,라떼
흑임자크림라떼,음료류,크림라떼
아메리카노,음료류,아메리카노
카페라떼,음료류,카페라떼
카푸치노,음료류,카푸치노
바닐라라떼,음료류,바닐라라떼
에스프레소,음료류,에스프레소
카페모카,음료류,카페모카
카라멜마끼아또,음료류,카라멜마끼아또
아인슈페너,음료류,아인슈페너
아포카토,음료류,
소케라또,음료류,
키위쥬스,음료류,주스
토마토,음료류,토마토
자몽,음료류,자몽
레몬,음료류,레몬
루비(파인애플),음료류,
루비(베리),음료류,
루비(애플망고),음료류,
밀크쉐이크,음료류,쉐이크
쿠앤크크림,음료류,크림
요거트,음료류,요거트
히비스커스자몽,음료류,자몽
아이스티,음료류,아이스티
캐모마일,음료류,캐모마일
페퍼민트,음료류,페퍼민트
얼그레이,음료류,얼그레이
매실차,음료류,매실
청귤차,음료류,청귤
생강차,음료류,생강차
유자차,음료류,유자차
샷추가,음료류,
리필,음료류,
녹차라떼,음료류,녹차라떼
초콜렛라떼,음료류,라떼
토피넛라떼,음료류,토피넛라떼
미숫가루라떼,음료류,라떼
고구마라떼,음료류,고구마라떼
얼티밋&쉬림프(M),기타,새우
얼티밋&쉬림프(L),기타,새우
얼티밋&쉬림프(M),기타,새우
얼티밋&쉬림프(L),기타,새우
직화불고기&쉬림프(M),한식,새우
직화불고기&쉬림프(L),한식,새우
직화불고기&쉬림프(M),한식,새우
직화불고기&쉬림프(L),한식,새우
티본스테이크&쉬림프(M),양식,새우
티본스테이크&쉬림프(L),양식,새우
티본스테이크&쉬림프(M),양식,새우
티본스테이크&쉬림프(L),양식,새우
얼티밋치즈포켓(M),기타,치즈
얼티밋치즈포켓(L),기타,치즈
얼티밋치즈포켓(M),기타,치즈
얼티밋치즈포켓(L),기타,치즈
갈릭버터쉬림프(M),기타,새우
갈릭버터쉬림프(L),기타,새우
갈릭버터쉬림프(M),기타,새우
갈릭버터쉬림프(L),기타,새우
직화불고기(M),한식,불고기
직화불고기(L),한식,불고기
직화불고기(M),한식,불고기
직화불고기(L),한식,불고기
토핑킹(M),기타,토핑
토핑킹(L),기타,토핑
토핑킹(M),기타,토핑
토핑킹(L),기타,토핑
더블치즈티본스테이크(M),양식,스테이크
더블치즈티본스테이크(L),양식,스테이크
더블치즈티본스테이크(M),양식,스테이크
더블치즈티본스테이크(L),양식,스테이크
치즈킹(M),기타,치즈
치즈킹(L),기타,치즈
치즈킹(M),기타,치즈
치즈킹(L),기타,치즈
이탈리안살시챠(M),기타,이탈리안
이탈리안살시챠(L),기타,이탈리안
이탈리안살시챠(M),기타,이탈리안
이탈리안살시챠(L),기타,이탈리안
수퍼슈프림(M),기타,
수퍼슈프림(L),기타,
수퍼슈프림(M),기타,
수퍼슈프림(L),기타,
베이컨포테이토(M),기타,감자
베이컨포테이토(L),기타,감자
베이컨포테이토(M),기타,감자
베이컨포테이토(L),기타,감자
메가더블세트,기타,
메가더블세트,기타,
메가콤비세트A,기타,콤비
메가콤비세트A,기타,콤비
메가콤비세트B,기타,콤비
메가콤비세트B,기타,콤비
갓치킨포테이토(L),일식,감자
갓치킨포테이토(L),일식,감자
순삭포테이토(L),기타,감자
순삭포테이토(L),기타,감자
뿜뿜불고기(L),한식,불고기
뿜뿜불고기(L),한식,불고기
갓치킨(L),일식,치킨
갓치킨(L),일식,치킨
찐베이컨체다(L),기타,베이컨
찐베이컨체다(L),기타,베이컨
케미콤보(L),기타,콤보
케미콤보(L),기타,콤보
하와이안페페로니(L),기타,하와이안
하와이안페페로니(L),기타,하와이안
하와이안플렉스(L),기타,하와이안
하와이안플렉스(L),기타,하와이안
얌얌페페로니(L),기타,
얌얌페페로니(L),기타,
고르곤졸라치즈볼,기타,치즈볼
크림치킨파스타,양식,파스타
상하이쉬림프파스타,양식,
팝콘치킨,제과류,치킨
콘샐러드,양식,샐러드
코울슬로,양식,
치킨텐더(4조각),일식,텐더
치킨텐더(8조각),일식,텐더
오리지널윙(4조각),기타,
오리지널윙(8조각),기타,
스파이시윙(4조각),제과류,매운맛
스파이시윙(8조각),제과류,매운맛
함박스테이크,양식,스테이크
리치치즈파스타,양식,
스마일콤보,기타,
서프라이즈콤보,일식,콤보
해피콤보,기타,콤보
피클(M),기타,
피클(L),기타,
핫소스,기타,
치즈퐁듀소스,양식,치즈
치즈크러스트디핑소스,양식,
펩시(0.5L),기타,
펩시(1.25L),기타,
칠성사이다(0.5L),음료류,탄산음료
칠성사이다(1.25L),음료류,탄산음료
수퍼슈프림(L),기타,
직화불고기(L),한식,불고기
페파로니(M),기타,
페파로니(L),기타,
치즈(M),기타,치즈
치즈(L),기타,치즈
치즈토핑추가,기타,치즈
돈레이까베르네소비뇽,양식,와인
비냐애기아크리안자,양식,
로즈마운트다이아몬드라벨쉬라즈,양식,아몬드
요리오몬테풀치아노우마니론끼,양식,
돈레이샤르도네,양식,
레오나르드커리쉬리프라우밀히,양식,
슈미트숀돈팰더라인헤센,양식,
또스띠모스까또블랙에디션,양식,
콜라,양식,탄산음료
사이다,음료류,탄산음료
레몬에이드,음료류,레몬에이드
자몽에이드,음료류,자몽에이드
유자에이드,음료류,유자에이드
청포도에이드,음료류,청포도에이드
아메리카노,음료류,아메리카노
카페라떼,음료류,카페라떼
바닐라라떼,음료류,바닐라라떼
카라멜라떼,음료류,카라멜라떼
유자차(Only Hot),음료류,유자차
레몬차(Only Hot),음료류,레몬차
스텔라아르투아생맥주,음료류,생맥주
카스300ml,음료류,맥주
하이트300ml,음료류,
카프리,양식,
호가든,음료류,
버니니,양식,
기네스,음료류,
글래스와인(래드),음료류,술
글래스와인(화이트),음료류,술
시저샐러드,양식,샐러드
리코타치즈샐러드,양식,샐러드
트러블버섯샐러드,양식,샐러드
보코치니샐러드,양식,샐러드
아보카도연어샐러드,양식,샐러드
감바스,양식,
라자나,양식,
라따뚜이,양식,
고르곤졸라피자,양식,피자
허니갈릭피자,양식,피자
빠따따돌체피자,양식,피자
페퍼로니피자,양식,피자
프로슈토피자,양식,피자
베이컨피자,양식,피자
샐러드피자,양식,피자
찹스테이크,양식,스테이크
채끝스테이크,양식,스테이크
램스테이크,양식,스테이크
안심스테이크,양식,스테이크
감베로알리오올리오,양식,
베이컨크림파스타,양식,크림파스타
아라비아따,양식,
볼로네제파스타,양식,파스타
쉬림프로제파스타,양식,파스타
투움바파스타,양식,파스타
해물토마토파스타,양식,파스타
해물크림파스타,양식,크림파스타
이베리코오일파스타,양식,파스타
빼쉐파스타,양식,파스타
빠네파스타,양식,파스타
소고기필라프,양식,필라프
버섯크림리조또,양식,리조또
소고기도리아,양식,소고기
게살로제리조또,양식,리조또
갈릭폴로리조또,양식,리조또
도미리조또,양식,리조또
새우그라탕,양식,새우
오징어먹물리조또,양식,리조또
바닐라마카롱(1개),제과류,마카롱
초코마카롱(1개),제과류,마카롱
유자마카롱(1개),제과류,마카롱
녹차마카롱(1개),음료류,마카롱
마카롱_박스포장시,제과류,
블랙밀크티(L),음료류,밀크티
블랙밀크티(XL),음료류,밀크티
얼그레이밀크티(L),음료류,밀크티
얼그레이밀크티(XL),음료류,밀크티
우롱밀크티(L),음료류,밀크티
우롱밀크티(XL),음료류,밀크티
자스민그린밀크티(L),음료류,밀크티
자스민그린밀크티(XL),음료류,밀크티
타로밀크티(L),음료류,밀크티
타로밀크티(XL),음료류,밀크티
초코밀크티(L),음료류,밀크티
초코밀크티(XL),음료류,밀크티
말차밀크티(L),음료류,밀크티
말차밀크티(XL),음료류,밀크티
커피밀크티(L),음료류,밀크티
커피밀크티(XL),음료류,밀크티
망고블랙밀크티(L),음료류,밀크티
딸기얼그레이밀크티(L),음료류,밀크티
흑당밀크티(L),음료류,밀크티
흑당밀크티(XL),음료류,밀크티
블랙티(L/HOT),음료류,
블랙티(XL/ICED),음료류,
얼그레이티(L/HOT),음료류,
얼그레이티(XL/ICED),음료류,
우롱티(L/HOT),음료류,
우롱티(XL/ICED),음료류,
자스민그린티(L/HOT),음료류,
자스민그린티(XL/ICED),음료류,
레몬블랙티(L),기타,홍차
레몬블랙티(XL),기타,홍차
자몽블랙티(L),기타,홍차
자몽블랙티(XL),기타,홍차
레몬그린티(L),음료류,녹차
레몬그린티(XL),음료류,녹차
자몽그린티(L),음료류,녹차
자몽그린티(XL),음료류,녹차
딸기퐁당라떼(L),음료류,라떼
망고퐁당라떼(L),음료류,라떼
레몬에이드(L),음료류,레몬에이드
자몽에이드(L),음료류,자몽에이드
망고에이드(L),음료류,에이드
아메리카노(L),음료류,아메리카노
아메리카노_SIZE UP(XL),음료류,
밀크폼아메리카노(L),음료류,
카페라떼(L),음료류,카페라떼
카페모카(L),음료류,카페모카
카라멜라떼(L),음료류,카라멜라떼
바닐라라떼(L),음료류,바닐라라떼
스윗연유라떼(L),음료류,
흑당라떼(L),음료류,흑당라떼
망고스무디(L),음료류,스무디
자몽스무디(L),음료류,
딸기스무디(L),음료류,스무디
초코스무디(L),음료류,스무디
타로스무디(L),음료류,
말차스무디(L),음료류,
코코넛스무디(L),음료류,
코코넛커피스무디(L),음료류,
코코넛펄,기타,코코넛
망고젤리,제과류,망고
블루레몬젤리,제과류,레몬
타피오카,기타,
밀크폼,기타,
크림치즈폼,기타,치즈
샷추가,기타,
새우모듬튀김,한식,튀김
왕새우튀김(10개),한식,왕새우튀김
왕새우튀김(5개),한식,왕새우튀김
통순살새우튀김(10개),한식,새우튀김
통순살새우튀김(5개),한식,새우튀김
깐새우튀김(10개),한식,새우튀김
깐새우튀김(5개),한식,새우튀김
깐풍새우,중식,새우
깐쇼새우,중식,새우
후라이드,기타,후라이드
양념,기타,양념
갈릭,기타,마늘
어니언,기타,양파
새우치킨,일식,치킨
즉석국물떡볶이(2인),한식,국물떡볶이
버무리떡볶이(튀김5종),한식,떡볶이
문어해물라면,한식,라면
수제어묵탕,기타,어묵탕
짬뽕탕,일식,짬뽕탕
즉석국물떡볶이(1인),한식,국물떡볶이
치즈추가,기타,치즈
감자튀김,패스트푸드,감자튀김
반모듬튀김,한식,튀김
새우튀김우동,일식,우동
황도,기타,황도
모듬튀김,한식,튀김
게다리살튀김(10개),한식,튀김
게다리살튀김(5개),한식,튀김
오징어튀김(7개),한식,튀김
김말이튀김(6개),한식,튀김
미니게튀김,한식,튀김
고추튀김(5개),한식,튀김
고구마튀김(6개),한식,튀김
야채튀김(6개),한식,튀김
치즈볼(7개),기타,치즈볼
크림치즈볼(6개),기타,치즈볼
만두(6개),한식,만두
수제어묵(8개),기타,어묵
한입노가리,기타,노가리
참쥐포,기타,쥐포
아귀포,기타,
먹태,기타,먹태
한치,기타,한치
반건조오징어,기타,오징어
테라,기타,맥주
카스,기타,맥주
하이트,기타,
OB,기타,
칭따오,기타,맥주
생맥주(500cc),음료류,생맥주
생맥주(300cc),음료류,생맥주
참이슬,음료류,소주
처음처럼,기타,소주
진로,기타,소주
남원막걸리,음료류,막걸리
식혜,음료류,
칠성사이다,음료류,탄산음료
펩시콜라,기타,탄산음료
미린다(파인),기타,
스파클(사과),음료류,
스파클(포도),음료류,
마라탕,중식,마라탕
혼둔,기타,
만두,한식,만두
왕만두(3개),한식,왕만두
볶음밥,한식,볶음밥
군만두(6개),중식,군만두
미니전병(1장),한식,
중화탕면,중식,
젠빙궈즈,기타,
비빔국수,한식,비빔국수
칼국수,한식,칼국수
냉면,한식,냉면
투움바치킨,일식,치킨
순살 투움바,기타,치킨
제너럴 핫 치킨,일식,치킨
순살 제너럴 핫,기타,치킨
푸라닭 치킨,일식,치킨
달콤양념 치킨,일식,양념치킨
고추마요 치킨,일식,치킨
블랙알리오,기타,치킨
악마 치킨,일식,치킨
파불로 치킨,일식,치킨
매드갈릭 치킨,일식,치킨
순살 치킨,일식,순살치킨
순살 고추마요,기타,마요네즈
순살 블랙알리오,기타,치킨
순살 파불로,기타,순살
순살 매드갈릭,기타,마늘
순살 달콤양념,기타,양념
순살 악마,기타,순살
제너럴 핫 윙콤보,기타,치킨
투움바 윙콤보,기타,치킨
블랙 윙콤보,기타,치킨
고추마요 윙콤보,기타,치킨
푸라 윙콤보,기타,치킨
악마 윙콤보,기타,치킨
블랙투움바,기타,치킨
순살 블랙투움바,기타,치킨
블랙투움바 윙콤보,기타,치킨
블랙마요,기타,마요네즈
순살 블랙마요,기타,마요네즈
블랙마요 윙콤보,기타,치킨
블랙악마,기타,치킨
순살 블랙악마,기타,치킨
블랙악마 윙콤보,기타,치킨
(뼈)푸라반+달콤반,기타,달콤
(뼈)푸라반+고추반,기타,고추
(뼈)푸라반+블랙반,기타,치킨
(뼈)푸라반+악마반,기타,치킨
(뼈)푸라반+파불반,기타,치킨
(뼈)푸라반+매드반,기타,치킨
(순살)푸라반+달콤반,기타,달콤
(순살)푸라반+고추반,기타,고추
(순살)푸라반+블랙반,기타,치킨
(순살)푸라반+악마반,기타,치킨
(순살)푸라반+파불반,기타,치킨
(순살)푸라반+매드반,기타,치킨
블랙에디션 세트,기타,
순살 블랙에디션 세트,기타,순살
윙콤보 블랙에디션 세트,기타,치킨
블랙알리오에 반하다,기타,치킨
파불로에 반하다,기타,
소불고기백반,한식,백반
돼지불고기백반,한식,백반
닭매운탕,한식,매운탕
감자탕,한식,감자탕
갈비탕,한식,갈비탕
육개장,한식,육개장
소고기덮밥,한식,고기덮밥
제육덮밥,한식,제육덮밥
소고기볶음밥,한식,볶음밥
김치볶음밥,한식,김치볶음밥
비빔밥,한식,비빔밥
돌솥비빔밥,한식,돌솥비빔밥
돈가스알밥도시락,한식,도시락
등심돈가스,한식,돈까스
치즈돈가스,한식,돈까스
맥주,음료류,맥주
소주,음료류,소주
음료수,음료류,음료수
냉면(물),한식,냉면
내명(비빔),한식,
기본일자,기타,
꼬불이,기타,
곤약,기타,
떡,기타,
달걀,기타,
흰살생선,기타,생선
매운야채,기타,야채
매운오징어,기타,오징어
매운당면,기타,당면
치즈,기타,치즈
맛살,기타,
오징어볼,기타,오징어
도미오뎅,기타,어묵
모듬오뎅,기타,어묵
깐새우버터,기타,버터
베이컨파인애플,기타,파인애플
소갈비(2P),기타,소갈비
피카츄카츠,기타,
은행(4P),기타,
문어꼬치,한식,꼬치
왕닭꼬치,한식,꼬치
닭껍질(3P),기타,
닭연골(2P),기타,
새우꼬치(2P),한식,꼬치
쯔꾸네,기타,
명란마요,기타,마요네즈
소떡소떡,한식,
마늘(3P),기타,마늘
치즈스틱,패스트푸드,치즈스틱
염통(4P),기타,
닭발(2P),기타,닭발
파닭(2P),한식,파닭
스페셜꼬치모듬,한식,모둠
닭꼬치모듬,한식,모둠
한우육사시미(200g/한정),일식,사시미
한우육회(200g),한식,육회
한우육낙이,기타,우육
한우육전복,한식,전복
한우육낙전복,기타,전복
산낙지(1마리),기타,산낙지
산낙지(2마리),기타,산낙지
전복,기타,전복
해삼,기타,해삼
멍개,기타,
개불(5~6마리),기타,
해산물물회,한식,물회
해산물모듬,기타,모둠
해산물모듬_해산물추가,기타,해물
해물오뎅탕,기타,어묵탕
규스지오뎅탕,기타,어묵탕
부산대낙새,기타,
해물고니알탕,한식,알탕
우동사리,일식,우동사리
얼큰계란라면,한식,라면
햇반,기타,
철판제육볶음(350g),한식,제육볶음
로제새우떡볶이,한식,떡볶이
계절과일화채(한정),한식,과일
골뱅이물회,한식,물회
골뱅이소면,한식,소면
타코와사비,일식,와사비
철판오돌뼈,기타,오돌뼈
치즈모듬,기타,모둠
치킨가라아게(500g),일식,치킨가라아게
왕새우튀김(10P),한식,왕새우튀김
통치즈카츠(2P),기타,치즈
오꼬노미야끼,일식,
비빔튀김만두,한식,만두
치킨가라아게(330g),일식,치킨가라아게
왕새우튀김(5p),한식,왕새우튀김
반건조오징어,기타,오징어
아귀포,기타,
한치(3마리),기타,한치
육포,기타,
쥐포(3장),기타,쥐포
파인애플,기타,파인애플
황도,기타,황도
후쿠쥬진마이긴죠(15.5%/720ml),음료류,사케
준마이다이긴죠(16.7%/720ml),음료류,사케
하나기자쿠라준마이긴죠(12.0%/720ml),음료류,사케
마루준마이(13.5%/900ml),음료류,사케
쿠츠로기노아마구치(13.5%/900ml),음료류,
센노유메(14%/1.8L),음료류,
쇼후(16%/720ml),음료류,
비잔크리어(25%/720ml),음료류,
준마이750(15.6%/750ml),음료류,사케
마루(13.5%/900ml),음료류,
간바레오또상(14.5%/900ml),음료류,
카라구치잇콘(14%/900ml),음료류,
월계관원컵,기타,
카라구치원컵,기타,
대선,기타,
C1,기타,
좋은데이,기타,소주
진로,기타,소주
참이슬,음료류,소주
처음처럼,기타,소주
테라,기타,맥주
카스,기타,맥주
하이트,기타,
화요25(360ml),음료류,소주
화요41(360ml),음료류,소주
칭따오(640ml),음료류,맥주
청하,음료류,청하
음료(코카콜라),음료류,음료수
음료(칠성사이다),음료류,음료수
음료(토닉워터),음료류,음료수
콜드브루아메리카노,음료류,아메리카노
흑당콜드브루,음료류,콜드브루
흑당콜드브루_EXTRA SIZE,음료류,콜드브루
클드브루니트로,음료류,
콜드브루라떼,음료류,콜드브루라떼
연유콜드브루,음료류,콜드브루
콜드브루화이트비엔나,음료류,콜드브루
콜드브루크림넛,음료류,크림
콜드브루티라미수,음료류,티라미수
콜드브루커피_DECAF,음료류,콜드브루
버블크림밀크티,음료류,밀크티
버블흑당라떼,음료류,흑당라떼
버블흑당라떼_EXTRA SIZE,음료류,흑당라떼
버블흑당콜드브루,음료류,콜드브루
버블흑당콜드브루_EXTRA SIZE,음료류,콜드브루
타피오카펄,음료류,
토핑(카라멜),음료류,토핑
토핑(초콜릿),음료류,토핑
에스프레소샷,음료류,에스프레소
휘핑크림,음료류,크림
초콜릿칩,음료류,초콜릿
시럽(카라멜),음료류,
시럽(바닐라),음료류,
시럽(헤이즐넛),음료류,
시럽(아이리쉬),음료류,
시럽(마카다미아),음료류,
아이스티(복숭아),음료류,아이스티
아이스티(레몬),음료류,아이스티
아이스티_EXTRA SIZE,음료류,아이스티
어린잎녹차,음료류,녹차
얼그레이홍차,음료류,홍차
로즈자스민티,음료류,자스민
캐모마일레드티,음료류,캐모마일
페퍼민트티,음료류,민트
밀크티,음료류,밀크티
과일차(레몬/HOT),음료류,과일차
과일차(유자/HOT),음료류,과일차
과일차(자몽/HOT),음료류,과일차
과일차(제주청귤/HOT),음료류,과일차
과일차(석류/HOT),음료류,과일차
유자피나콜라다(HOT),음료류,탄산음료
자몽네이블오렌지(HOT),음료류,오렌지
석류애플라임(HOT),음료류,석류
블렌딩티_EXTRA SIZE,음료류,
레몬스윗플럼(HOT),음료류,레몬
제주청귤블러썸(HOT),음료류,청귤
에이드(레몬),음료류,에이드
에이드(자몽),음료류,에이드
에이드(청포도),음료류,에이드
에이드_EXTRA SIZE,음료류,에이드
과일주스(홍시),음료류,과일주스
과일주스(골드키위),음료류,과일주스
과일주스(딸기),음료류,과일주스
커피,음료류,커피
꿀복숭아,음료류,복숭아
망고,음료류,망고
모카,음료류,
카라멜,음료류,카라멜
자몽,음료류,자몽
녹차,음료류,녹차
초콜릿칩,음료류,초콜릿
민트초콜릿칩,음료류,초콜릿
요거트(플레인),음료류,요거트
요거트(블루베리),음료류,요거트
요거트(딸기),음료류,요거트
오리진쉐이크,음료류,쉐이크
초코쿠키쉐이크,음료류,쉐이크
딸기쉐이크,음료류,쉐이크
오리지널,음료류,
콜드브루바닐라모카,음료류,콜드브루
스트로베리쿠키,음료류,쿠키
대추차,음료류,대추차
생강차,음료류,생강차
쌍화차,음료류,쌍화차
꿀호떡(1개),음료류,꿀
아이스크림호떡,음료류,아이스크림
모듬구이(200g),한식,구이
곱창구이(200g),한식,구이
대창구이(200g),한식,구이
막창구이(200g),한식,구이
곱창전골(200g),한식,곱창전골
차돌박이(150g),한식,차돌박이
해물라면,한식,라면
잔치국수,한식,잔치국수
라면,한식,라면
김치전,한식,김치전
부추전,한식,부추전
셀프주먹밥,한식,주먹밥
날치알주먹밥,한식,주먹밥
볶음밥,한식,볶음밥
누룽지,한식,누룽지
사리,한식,
밥,한식,
소주,음료류,소주
맥주,음료류,맥주
청하,음료류,청하
막걸리,음료류,막걸리
아메리카노,음료류,아메리카노
카페라떼(HOT),음료류,카페라떼
바닐라라떼(HOT),음료류,바닐라라떼
모카라떼(HOT),음료류,모카라떼
카페라떼(ICE),음료류,카페라떼
바닐라라떼(ICE),음료류,바닐라라떼
모카라떼(ICE),음료류,모카라떼
에스프레소,음료류,에스프레소
허브티(HOT),음료류,허브차
녹차(HOT),음료류,녹차
홍차(HOT),음료류,홍차
국화차(HOT),음료류,
